danmaku_id,content,progress,ctime,user_hash
1911098480643320320,？,58.675,1754911892,f9bda683
1911160403896092160,误打误撞,60.183,1754919273,f9ee651e
1911447619700494336,太好啦，可以领钱了,8.787,1754953512,6df44b99
1911642873678575616,啊？原来你是保姆,74.072,1754976788,7aeee283
1915266740842306304,这叫重新开号…,45.754,1755408787,1dcd6f63
1917321490945361920,成绩,54.86,1755653732,482667ae
1923578459415123456,那没事了,56.606,1756399621,dbd08384
1925309038128911360,新角色预告图,27.019,1756605922,63853203
,,0.0,1775683732.8000336,
lb.c,,0.0,1775683732.8000336,
,,0.0,1775683732.8000336,
1909400195083704320,？,74.001,1754709440,224b768e
1909458314841139712,保姆型主播,67.711,1754716369,6fd2c6f4
1909463111061687552,《失业》《16岁》拉满了,0.0,1754716940,b0279cc
1909474745590849792,这下真的长兄如父了,74.94,1754718327,2feaa40d
1909506837410096384,等等，你怎么知道是弟弟的？,4.06,1754722153,1801407e
1909566865190342912,当养儿子吧,21.26,1754729309,8cd0a2a7
1909571923034421760,家产-50%,15.285,1754729912,2f855997
1909613084550114816,并非失业，想当有钱,8.471,1754734819,d639cbfd
1909645142219009024,我高二同学多了个弟..,37.207,1754738640,cfd85503
1909652523338240000,准备练小号了,31.573,1754739520,3cad252e
1909652568972665088,逆天父母，管生不管养吗,68.206,1754739526,ff47ef31
1909653623823343104,666，这个家简直无敌了，全家没有收入来源还敢练小号,66.682,1754739651,3cad252e
1909693329563218432,66666,51.78,1754744385,17a833f6
1909710598175478272,那不奇怪了,53.543,1754746443,b9d91dc3
1909759283500114176,我也是16岁有个弟，现在暑假带娃都快神经衰弱了,0.288,1754752247,dafa4648
1909780904415933440,这就不奇怪了,40.432,1754754824,b305f89b
1909782209389926144,up比我大一岁 我比up高一届 666,11.81,1754754980,8a7e97e7
1909784665423316736,但话又说回来了,59.374,1754755273,cfc6bd99
1909787567890102784,那就理解不了了，失业还练小号？而且自己又不爱带,69.934,1754755619,997895da
1909791757521283328,16岁慌啥？我20岁两个双胞胎妹妹,4.49,1754756118,dab121fe
1909822129281619712,hhhhhhhhh,7.038,1754759739,d52de935
1909838989184058624,大号没废 放心吧小伙子,42.221,1754761749,3a83ba94
1909868273344813312,保姆型儿子,74.385,1754765239,4b8ec7db
1909872246600988160,大号练废了 开个小号,42.474,1754765713,b123d375
1909974506249294592,原来是大号废了开小号，没事了,50.045,1754777903,632e1573
1910007427458849024,家产没了一半,34.721,1754781828,d2c27ce6
1910025543923977728,那叫需要开小号,42.963,1754783988,8d6b525a
1910067550054821888,我18岁的时候创了小号,33.564,1754788995,c1dd8fdb
1910093446627499520,毕业就跑路,74.203,1754792082,163d13c7
1910113371601778176,并非像,19.583,1754794457,30a81c67
1910125735302619904,大号带小号,22.1,1754795931,f046f851
1910126726583762176,总有人想着大号废了练小号能好，但其实是教的问题，不会教生几个都一样,50.202,1754796050,98148039
1910129646541280256,大号练废了，开小号了,7.046,1754796398,f61fc597
1910132389129657088,重点，他们很懒,66.98,1754796725,17c40d31
1910160653302750720,我16岁有个两岁的弟＼(`Δ’)／,14.194,1754800094,3aa764a2
1910172500306733056,但话又说过来了,40.645,1754801506,b3ccff1f
1910172769866310144,但话又又说回来了,60.845,1754801538,b3ccff1f
1910172959440815360,但话又又又说回来了,71.409,1754801561,b3ccff1f
1910175475855590912,我同事哈 22岁的时候得了个弟,21.152,1754801861,7b68c8a1
1910189364403615744,？,7.105,1754803517,9773ab0
1910210599636637184,？,76.043,1754806048,f2a8fafe
1910285681536810240,抽卡喽 ,14.159,1754814998,d53b84c2
1910313996234727936,细节没有自己手机,15.575,1754818374,d82eacdc
1910314280499323648,好惨,72.697,1754818408,d82eacdc
1910350087952062208,打出惩戒是吧,48.735,1754822676,98217175
1910404077855358720,我比up小一岁，都已经高一了,16.511,1754829112,b830a34c
1910471491376728320,长兄如父,70.558,1754837149,4ea1b81d
1910547927139577600,并非误打误撞,59.992,1754846261,59fbb238
1910586619476735744,等会儿,59.223,1754850873,22627a9
1910597020797222400,人之常情,57.196,1754852113,29a3fdcf
1910791358042822912,三连标记一下。,1.123,1754875280,c989a3eb
1910859069326423808,-50%+,13.612,1754883352,be7f112c
1910877941244970752,主播主播，你那时候成绩有多差阿,51.64,1754885601,575fe288
1910907265914286592,推恩令,24.581,1754889097,b5fcd01c
1911014332973198592,世子之争,30.822,1754901860,a1614aab
1911023774535486208,开新号了属于是,40.359,1754902986,a21a9da9
1911098480643320320,？,58.675,1754911892,f9bda683
1911160403896092160,误打误撞,60.183,1754919273,f9ee651e
1911447619700494336,太好啦，可以领钱了,8.787,1754953512,6df44b99
1911642873678575616,啊？原来你是保姆,74.072,1754976788,7aeee283
1915266740842306304,这叫重新开号…,45.754,1755408787,1dcd6f63
1917321490945361920,成绩,54.86,1755653732,482667ae
1923578459415123456,那没事了,56.606,1756399621,dbd08384
1925309038128911360,新角色预告图,27.019,1756605922,63853203
,,0.0,1775683732.8000336,
lb.c,,0.0,1775683732.8000336,
,,0.0,1775683732.8000336,
1909400195083704320,？,74.001,1754709440,224b768e
1909458314841139712,保姆型主播,67.711,1754716369,6fd2c6f4
1909463111061687552,《失业》《16岁》拉满了,0.0,1754716940,b0279cc
1909474745590849792,这下真的长兄如父了,74.94,1754718327,2feaa40d
1909506837410096384,等等，你怎么知道是弟弟的？,4.06,1754722153,1801407e
1909566865190342912,当养儿子吧,21.26,1754729309,8cd0a2a7
1909571923034421760,家产-50%,15.285,1754729912,2f855997
1909613084550114816,并非失业，想当有钱,8.471,1754734819,d639cbfd
1909645142219009024,我高二同学多了个弟..,37.207,1754738640,cfd85503
1909652523338240000,准备练小号了,31.573,1754739520,3cad252e
1909652568972665088,逆天父母，管生不管养吗,68.206,1754739526,ff47ef31
1909653623823343104,666，这个家简直无敌了，全家没有收入来源还敢练小号,66.682,1754739651,3cad252e
1909693329563218432,66666,51.78,1754744385,17a833f6
1909710598175478272,那不奇怪了,53.543,1754746443,b9d91dc3
1909759283500114176,我也是16岁有个弟，现在暑假带娃都快神经衰弱了,0.288,1754752247,dafa4648
1909780904415933440,这就不奇怪了,40.432,1754754824,b305f89b
1909782209389926144,up比我大一岁 我比up高一届 666,11.81,1754754980,8a7e97e7
1909784665423316736,但话又说回来了,59.374,1754755273,cfc6bd99
1909787567890102784,那就理解不了了，失业还练小号？而且自己又不爱带,69.934,1754755619,997895da
1909791757521283328,16岁慌啥？我20岁两个双胞胎妹妹,4.49,1754756118,dab121fe
1909822129281619712,hhhhhhhhh,7.038,1754759739,d52de935
1909838989184058624,大号没废 放心吧小伙子,42.221,1754761749,3a83ba94
1909868273344813312,保姆型儿子,74.385,1754765239,4b8ec7db
1909872246600988160,大号练废了 开个小号,42.474,1754765713,b123d375
1909974506249294592,原来是大号废了开小号，没事了,50.045,1754777903,632e1573
1910007427458849024,家产没了一半,34.721,1754781828,d2c27ce6
1910025543923977728,那叫需要开小号,42.963,1754783988,8d6b525a
1910067550054821888,我18岁的时候创了小号,33.564,1754788995,c1dd8fdb
1910093446627499520,毕业就跑路,74.203,1754792082,163d13c7
1910113371601778176,并非像,19.583,1754794457,30a81c67
1910125735302619904,大号带小号,22.1,1754795931,f046f851
1910126726583762176,总有人想着大号废了练小号能好，但其实是教的问题，不会教生几个都一样,50.202,1754796050,98148039
1910129646541280256,大号练废了，开小号了,7.046,1754796398,f61fc597
1910132389129657088,重点，他们很懒,66.98,1754796725,17c40d31
1910160653302750720,我16岁有个两岁的弟＼(`Δ’)／,14.194,1754800094,3aa764a2
1910172500306733056,但话又说过来了,40.645,1754801506,b3ccff1f
1910172769866310144,但话又又说回来了,60.845,1754801538,b3ccff1f
1910172959440815360,但话又又又说回来了,71.409,1754801561,b3ccff1f
1910175475855590912,我同事哈 22岁的时候得了个弟,21.152,1754801861,7b68c8a1
1910189364403615744,？,7.105,1754803517,9773ab0
1910210599636637184,？,76.043,1754806048,f2a8fafe
1910285681536810240,抽卡喽 ,14.159,1754814998,d53b84c2
1910313996234727936,细节没有自己手机,15.575,1754818374,d82eacdc
1910314280499323648,好惨,72.697,1754818408,d82eacdc
1910350087952062208,打出惩戒是吧,48.735,1754822676,98217175
1910404077855358720,我比up小一岁，都已经高一了,16.511,1754829112,b830a34c
1910471491376728320,长兄如父,70.558,1754837149,4ea1b81d
1910547927139577600,并非误打误撞,59.992,1754846261,59fbb238
1910586619476735744,等会儿,59.223,1754850873,22627a9
1910597020797222400,人之常情,57.196,1754852113,29a3fdcf
1910791358042822912,三连标记一下。,1.123,1754875280,c989a3eb
1910859069326423808,-50%+,13.612,1754883352,be7f112c
1910877941244970752,主播主播，你那时候成绩有多差阿,51.64,1754885601,575fe288
1910907265914286592,推恩令,24.581,1754889097,b5fcd01c
1911014332973198592,世子之争,30.822,1754901860,a1614aab
1911023774535486208,开新号了属于是,40.359,1754902986,a21a9da9
1911098480643320320,？,58.675,1754911892,f9bda683
1911160403896092160,误打误撞,60.183,1754919273,f9ee651e
1911447619700494336,太好啦，可以领钱了,8.787,1754953512,6df44b99
1911642873678575616,啊？原来你是保姆,74.072,1754976788,7aeee283
1915266740842306304,这叫重新开号…,45.754,1755408787,1dcd6f63
1917321490945361920,成绩,54.86,1755653732,482667ae
1923578459415123456,那没事了,56.606,1756399621,dbd08384
1925309038128911360,新角色预告图,27.019,1756605922,63853203
,,0.0,1775683732.8000336,
lb.c,,0.0,1775683732.8000336,
,,0.0,1775683732.8000336,
